features,car_id
"All-wheel drive",850
GPS,835
"Toll pass",851
"Bose Speakers",848
GPS,857
GPS,840
"Long-term car",858
"Automatic transmission",869
"Apple Car Play ",869
"Automatic transmission",879
Bluetooth,871
"Automatic transmission",880
Bluetooth,894
"USB input",880
"Automatic transmission",872
"couple chargers",865
"Leather Seats",896
GPS,883
"USB input",898
"Automatic transmission",868
"USB input",868
"Toll pass",885
"Toll pass",878
"Toll pass",888
"Audio input",903
"Toll pass",905
"Automatic transmission",928
"Long-term car",924
Bluetooth,929
"parking sensors",930
"Automatic transmission",932
GPS,934
"Power Windows",932
"Driver Illuminated Vanity Mirror",932
Convertible,936
"Rear Entertainment System ",918
"Child Safety Locks",932
"Pet friendly",919
"EV / Hybrid",920
Bluetooth,920
"All-wheel drive",942
Sunroof,942
"HD Color HeadsUp Display",933
"Heated seats",943
"USB input",35
"Audio input",42
"USB input",43
"Bike rack",38
"Audio input",46
"Heated seats",61
"Heated seats",944
"Automatic transmission",64
"Toll pass",948
"Heated seats",65
"Pet friendly",947
"Automatic transmission",951
"Automatic transmission",952
"USB input",52
"Automatic transmission",955
Sunroof,955
"Back Up Camera",955
"Must be 25+ to rent",57
Bluetooth,57
"Long-term car",963
"Automatic transmission",965
"Audio input",69
"Automatic transmission",980
Convertible,976
"Audio input",82
"USB input",72
GPS,983
"Automatic transmission",985
"Leather Seats",75
Sunroof,76
"Audio input",987
Convertible,87
"Audio input",88
"All-wheel drive",94
"USB input",96
"USB input",989
Bluetooth,1000
"USB input",997
Sunroof,991
"All-wheel drive",999
GPS,994
"Long-term car",99
"Bike rack",1008
"EV / Hybrid",101
"Automatic transmission",102
"Audio input",1010
"USB input",104
"All-wheel drive",106
Convertible,113
Bluetooth,108
"Automatic transmission",116
"EV / Hybrid",123
"Toll pass",117
"Pet friendly",124
"Heated seats",118
"All-wheel drive",1018
"USB input",126
Bluetooth,1019
"Heated seats",135
Bluetooth,122
GPS,138
"Heated seats",132
"Child seat",140
"Automatic transmission",1028
GPS,142
Alexa,1026
"Audio input",1029
"Automatic transmission",1038
Bluetooth,1039
"Automatic transmission",1047
"Long-term car",1049
"USB input",1041
GPS,1055
"USB input",1055
Bluetooth,1051
"Pet friendly",1044
"Heated seats",1058
"Heated seats",1059
Sunroof,1053
"Automatic transmission",1066
GPS,1072
"Audio input",1073
"Automatic transmission",1079
"Toll pass",1075
"Long-term car",1076
"Upgraded Stereo",1080
"USB input",157
"USB input",152
GPS,1084
"Heated seats",160
Sunroof,160
"Audio input",1086
"Automatic transmission",163
"Long-term car",1087
Bluetooth,170
"Automatic transmission",1090
"Automatic transmission",1099
Bluetooth,171
GPS,1101
"USB input",1102
"Pet friendly",174
"USB input",1096
"530 Miles Range on Full Gas Tank",176
"Automatic transmission",1107
"Backup Camera",179
"Automatic transmission",1119
GPS,1114
Bluetooth,181
"Heated Mirror, Wipers and Steering Wheel",181
"Auto Pilot - interstates @ <80mph ",181
"Automatic transmission",1116
Sunroof,1127
"Child seat",182
"Audio input",1129
"Automatic transmission",1130
"Leather Seats",185
Bluetooth,1132
"Audio input",196
"Audio input",197
"Child seat",206
"Audio input",191
"Long-term car",1144
Convertible,199
"Pet friendly",200
"USB input",193
"Audio input",1147
Sunroof,1160
"Audio input",1148
"Automatic transmission",1150
"Automatic transmission",209
Autopilot,1163
"USB input",210
Bluetooth,211
"Long-term car",1166
"Long-term car",1167
GPS,1168
"Automatic transmission",1176
"Black rims",214
"Audio input",1178
"Automatic transmission",218
"Audio input",221
GPS,1182
GPS,1183
"Automatic transmission",1184
"Toll pass",1189
"Automatic transmission",229
"Automatic transmission",1196
"Long-term car",1191
"Child seat",1197
"Heated seats",1192
"Audio input",234
"Heated seats",1193
Clean,1198
"All-wheel drive",1195
Sunroof,1201
"USB input",1202
"Long-term car",250
"Heated seats",1203
"Automatic transmission",1206
"Long-term car",240
GPS,243
Sunroof,1209
"Long-term car",1227
Sunroof,1227
"All-wheel drive",1213
"USB input",1228
Bluetooth,247
Bluetooth,1219
Bluetooth,1220
"Audio input",1234
"Automatic transmission",1236
"Long-term car",266
USB,1222
GPS,1239
"Automatic transmission",1224
"Child seat",1240
"All-wheel drive",1225
"Heated seats",1241
GPS,1226
"Toll pass",272
"USB input",1243
"Automatic transmission",1245
"Automatic transmission",274
"Automatic transmission",285
"USB input",285
"Automatic transmission",1249
"Heated seats",1250
"Long-term car",278
GPS,295
"Child seat",295
Bluetooth,1254
"4 USB Charging Port Station",288
"Heated seats",1255
GPS,1258
Sunroof,1258
"Back seats fold up for bike, etc.",1258
"Child seat",1259
Bluetooth,1260
"Automatic transmission",1262
"Automatic transmission",311
Bluetooth,1265
"USB input",314
Sunroof,315
Bluetooth,1267
"Automatic transmission",1273
Bluetooth,320
"USB input",1269
"All-wheel drive",1270
"EV / Hybrid",1284
"Automatic transmission",1278
"Leather Seats",1278
Bluetooth,1279
"Automatic transmission",1280
"Long-term car",1280
"Automatic transmission",326
"USB input",327
"All-wheel drive",329
"Audio input",334
"Long-term car",1295
Sunroof,1296
"Audio input",1299
"USB input",1300
"Pet friendly",1302
"USB input",346
Sunroof,1303
"Heated seats",348
GPS,349
"Long-term car",1307
"Long-term car",351
"USB input",1309
"Must be 25+ to rent",1318
"Audio input",1328
Bluetooth,1320
"Toll pass",1329
"Long-term car",1313
Sunroof,1313
"Heated seats",354
"SiriusXM ",1314
"USB input",357
"Long-term car",360
"Automatic transmission",1335
"USB input",1348
"Heated seats",1349
"Carbon fiber Trim",1349
Bluetooth,1340
"Pet friendly",1341
Convertible,1358
"Automatic transmission",1359
"USB input",1359
Bluetooth,1360
"Audio input",368
"Rear Camera",368
Sunroof,1353
"All-wheel drive",1354
"1 Regular Outlet plug",371
"Leather Seats",1354
"Heated seats",372
"Automatic transmission",377
"Child seat",377
"Automatic transmission",379
"Audio input",390
GPS,382
"Heated seats",396
"Long-term car",393
"Long-term car",394
"Audio input",395
"Audio input",403
Bluetooth,404
"Audio input",407
"USB input",1384
Bluetooth,1393
"Automatic transmission",1378
Bluetooth,1398
"Heated & Cooled Seats",1387
GPS,1400
"Audio input",1390
"USB input",1382
GPS,1404
"Heated seats",409
Convertible,411
"Automatic transmission",412
"Toll pass",413
"EV / Hybrid",429
Bluetooth,429
"Parking sensors",446
GPS,416
"Heated seats",416
"All-wheel drive",432
"Tow Package",432
"Dual Clutch with Paddle Shifters",452
"Automatic transmission",461
"Automatic transmission",462
"Heated seats",455
"Automatic transmission",464
"All-wheel drive",464
"Rearview camera",470
"Automatic transmission",465
"Heated seats",465
"Audio input",467
"Child seat",473
"USB input",474
"USB input",476
"Pet friendly",479
"Audio input",487
"Long-term car",483
Bluetooth,484
"Audio input",1448
GPS,1449
"Audio input",1451
"Automatic transmission",486
"All-wheel drive",495
"Automatic transmission",1456
Sunroof,496
"USB input",1471
"Audio input",1461
Bluetooth,1462
"USB input",1464
"Custom Floor Mats",1466
"Toll pass",1467
"Toll pass",1481
"Long-term car",499
"Long-term car",1470
Convertible,502
Sunroof,503
"USB input",1487
"USB input",512
Bluetooth,513
Bluetooth,506
"Automatic transmission",514
"Leather Seats",507
"Child seat",515
"Heated seats",508
Sunroof,519
"Audio input",521
Bluetooth,522
"Automatic transmission",1507
"Pet friendly",524
"USB input",1508
"Automatic transmission",1510
Bluetooth,526
"Audio input",1495
"Automatic transmission",1497
"USB input",530
"Audio input",537
"Audio input",546
Bluetooth,538
"Automatic transmission",1502
"Heated seats",535
"All-wheel drive",1503
GPS,552
"Heated seats",1504
Bluetooth,543
"Manual transmission",1512
"USB input",1512
GPS,1520
"USB input",558
"Audio input",1516
GPS,1517
Sunroof,1523
"Automatic transmission",1532
"Autopilot 2.0",1519
"All-wheel drive",1527
"AutoMatic Retractable Roof",1528
"Must be 25+ to rent",1544
"Heated seats",1544
Bluetooth,1541
"Automatic transmission",1548
Sunroof,1548
"Automatic transmission",562
"Audio input",569
"Heated seats",563
"Audio input",1558
"Toll pass",565
Bluetooth,1559
"Automatic transmission",582
GPS,577
"Snow tires or chains",568
"Must be 30+ to rent",1563
Sunroof,1563
"Cruise Modes ",1563
"Third Stage Aquatic Synthesizer ",1563
"Audio input",1569
"USB input",1570
"Automatic transmission",595
"Child seat",596
"Automatic transmission",610
"Child seat",587
"Long-term car",1580
"Automatic transmission",590
"Long-term car",601
Bluetooth,602
"Audio input",603
"Automatic transmission",1585
"Heated seats",604
Bluetooth,1586
"Child seat",606
"Long-term car",607
"All-wheel drive",608
Bluetooth,1589
"Leather Seats",1590
"USB input",622
"Manual Transmission ",1605
Bluetooth,1607
"EV / Hybrid",1595
"Toll pass",1595
"USB input",1596
"Long-term car",1597
Sunroof,632
GPS,634
"Ski rack",1612
"Remote start",1612
"Automatic transmission",1613
Sunroof,1613
Bluetooth,636
"Audio input",637
"Apple CarPlay ",1616
"Automatic transmission",1634
"Audio input",1645
"Heated seats",1645
"Audio input",1621
" Custom Alloy Rims",1621
"USB input",1638
Bluetooth,644
Bluetooth,1649
"Automatic transmission",1640
Sunroof,1650
"Automatic transmission",1641
Sunroof,1642
Bluetooth,658
"EV / Hybrid",665
"Leather seats",650
Sunroof,665
GPS,1658
"Audio input",660
Bluetooth,1659
GPS,656
"Audio input",671
"Automatic transmission",663
"Long-term car",1662
"Heated seats",1682
"Pet friendly",1665
"Audio input",1684
"Audio input",1676
"Must be 25+ to rent",1667
"Snow tires or chains",1667
"Heated seats",673
"Manual transmission",675
"Child seat",686
Bluetooth,687
"Automatic transmission",680
"Long-term car",1691
Bluetooth,1695
"Long-term car",1696
"Audio input",1698
"Audio input",1701
"USB input",691
"Long-term car",1703
"Automatic transmission",699
"Rear Sunguard ",1703
Convertible,701
"USB input",695
"M sport package",701
"Long-term car",710
"Heated seats",703
Wench,713
Sunroof,707
"Automatic transmission",1711
"USB input",717
Convertible,1718
"Heated seats",720
"Automatic transmission",1730
Sunroof,1732
"Automatic transmission",1717
"Toll pass",722
"Apple Car Play",723
"All-wheel drive",1737
"Automatic transmission",1728
GPS,1749
Sunroof,1749
GPS,1750
"Audio input",1741
Convertible,1768
Sunroof,1768
Bluetooth,1769
Bluetooth,1764
GPS,1765
"Illuminated sill plates",1742
"HID headlamps with signature lighting",1742
Convertible,1772
"Audio input",1743
"Long-term car",1776
Convertible,724
Bluetooth,1745
"USB input",1778
Bluetooth,1779
Convertible,729
"Automatic transmission",733
Sunroof,1432
"Automatic transmission",734
"Heated seats",435
"Automatic transmission",438
GPS,1421
"Semi-aniline leather seating",1421
"Leather seats",442
"Automatic high beams",1421
Sunroof,735
"Automatic transmission",1414
Sunroof,766
"Audio input",768
"Heated seats",1415
"Audio input",750
"Bike rack",1417
"Long-term car",771
"USB input",1425
Sunroof,753
"Audio input",1427
"Automatic transmission",744
Bluetooth,1785
"Toll pass",758
"Long-term car",759
"All-wheel drive",1429
GPS,775
"Automatic transmission",1790
GPS,1794
"Automatic transmission",763
GPS,781
Bluetooth,764
"USB input",1792
"Toll pass",1793
Bluetooth,765
"USB input",1800
AUX,1818
"640 Miles Full Gas Tank Range",1801
"RS Package",1819
"Automatic transmission",1816
"Audio input",1806
"USB input",1823
"Automatic transmission",1826
"Audio input",1828
Sunroof,1832
"Heated Mirrors",2165
"USB input",2166
"Automatic transmission",1834
"Long-term car",2168
GPS,2169
Bluetooth,2174
"USB input",2176
Bluetooth,1846
Sunroof,1842
"Premium leather seats",1843
"USB input",1853
GPS,1849
"All-wheel drive",1851
"Automatic transmission",1858
"Toll pass",1861
"Windows Tint",1859
"Automatic transmission",1864
"Must be 25+ to rent",2181
"Long-term car",1865
Bluetooth,1876
Bluetooth,1872
"Pet friendly",1874
"Automatic transmission",2186
"Cooled front seats",2186
"Long-term car",1878
"USB input",1879
"8 seater",1882
"Long-term car",1893
"Toll pass",1884
"Audio input",1890
Bluetooth,1895
"Automatic transmission",1888
"Heated seats",1888
"Long-term car",1899
Convertible,2191
"Automatic transmission",2196
"Automatic transmission",2193
"Automatic transmission",1904
"Must be 25+ to rent",1907
Bluetooth,1915
GPS,1908
Bluetooth,1918
"Automatic transmission",1914
"Toll pass",1920
"Automatic transmission",1921
"USB input",2201
Sunroof,2205
"Automatic transmission",1924
"USB input",1926
"Automatic transmission",1936
"Heated seats",1932
"Automatic transmission",1934
"Automatic transmission",1941
Sunroof,1942
"USB input",1947
GPS,2209
"Automatic transmission",2215
"Child seat",1949
"USB input",2217
Bluetooth,2214
"Long-term car",2219
"Automatic transmission",1955
Hatchback,1955
"USB input",1958
"Long-term car",1962
"EV / Hybrid",2225
Bluetooth,1965
"Heated seats",2226
Bluetooth,2233
"USB input",1970
"Roof Rack with Crossbar",1973
"Automatic transmission",1975
Bluetooth,2231
"Heated seats",2232
"Automatic transmission",1982
Sunroof,1982
"USB input",1988
GPS,1989
"All-wheel drive",1994
"Long-term car",1991
GPS,2237
Sunroof,2237
"All-wheel drive",1998
"Audio input",1999
"Back up camera",2239
"Automatic transmission",2005
"Cloth Interior",2018
Bluetooth,2019
"Dynamic mode",2019
"Sirius Satellite radio",2021
"Child seat",2026
GPS,2028
"Backup Camera",2035
"Rear Spoiler",2035
"Long-term car",2243
"Sport mode",2244
GPS,2037
Bluetooth,2251
"Automatic transmission",2039
navigation,2039
"Heated seats",2046
"Automatic transmission",2048
"Long-term car",2049
"Automatic transmission",2255
"Automatic transmission",2258
"Long-term car",2256
"Google Satellite Maps",2053
"Long-term car",2263
Sunroof,2264
"Must be 25+ to rent",2057
"EV / Hybrid",2056
"Leather Interior. ",2059
"Automatic transmission",2065
"Toll pass",2069
"Pet friendly",2070
"USB input",2266
"USB input",2268
"Automatic transmission",2076
"Audio input",2083
"Audio input",2089
"Automatic transmission",2081
"Automatic transmission",2085
Convertible,2272
"Automatic transmission",2275
"USB input",2278
"Automatic transmission",2280
Bluetooth,2092
GPS,2094
"Long-term car",2282
"Audio input",2284
Bluetooth,2098
Bluetooth,2100
"Automatic transmission",2107
Convertible,2107
"5.0 V8",2107
"Premium with leather seats",2110
"Heated seats",2113
"USB input",2116
"EV / Hybrid",2289
"Heated seats",2289
"Automatic transmission",2291
"Long-term car",2291
"Sirius Satellite Radio",2118
"Automatic transmission",2126
Navigation,2126
"Long-term car",2130
"Automatic transmission",2133
"Heated steering wheel",2138
"Automatic transmission",2143
Bluetooth,2145
"Back-up Camera",2145
GPS,2147
"Eco mode",2149
Sunroof,2154
"Audio input",2151
"Pet friendly",2156
"USB input",2153
"Long-term car",2304
Bluetooth,2305
"Audio input",2161
"USB input",2346
"Automatic transmission",2309
"Pet friendly",2348
"Heated seats",2312
"Manual transmission",2316
"Audio input",2319
"Long-term car",2322
"Automatic transmission",2350
"rear climate-control vents",2351
Bluetooth,2326
"parking assist",2328
Bluetooth,2355
"USB input",2334
"Automatic transmission",2356
"USB input",2337
"Heated seats",2338
"Heated seats",2358
Bluetooth,2361
"35K mileage",2342
"Toll pass",2363
"Automatic transmission",2366
"Long-term car",2379
"Pet friendly",2381
GPS,2384
Sunroof,2386
"Long-term car",2370
Bluetooth,2390
"Audio input",2373
Bluetooth,2376
"Automatic transmission",2396
Sunroof,2398
"Audio input",1
"USB input",793
Sunroof,784
"Android Auto ",3
"Must be 30+ to rent",787
Navigation,4
"Audio input",5
"USB input",798
"Long-term car",6
"Leather Seats",800
Bluetooth,801
"Manual transmission",19
Bluetooth,16
"USB input",817
"Long-term car",805
"Long-term car",819
"Audio input",24
"Heated seats",820
"Automatic transmission",822
"All-wheel drive",826
"Pet friendly",823
"Audio input",812
"Child seat",830
"USB input",831
"USB input",849
"Audio input",846
"Audio input",835
"Child seat",848
"USB input",852
GPS,838
"Heated seats",857
"All-wheel drive",841
"A/C Seats ",860
"Android Auto ",869
"Automatic transmission",871
GPS,863
"Trailer Hitch",863
"All-wheel drive",880
"Long-term car",895
GPS,896
"Long-term car",873
"USB input",866
"Automatic transmission",898
"USB input",883
"Android Auto",875
Bluetooth,900
Bluetooth,877
Bluetooth,901
"Automatic transmission",889
"All-wheel drive",903
"Child seat",909
"Automatic transmission",908
"Toll pass",928
Sunroof,912
Convertible,913
Bluetooth,914
"Long-term car",916
"parking sensors",916
Sunroof,917
"Rear Spoiler",932
"USB input",937
"Vacuum Cleaner",918
"Leather Wrapped Steering Wheel",932
"Toll pass",940
Bluetooth,941
"Toll pass",933
"Audio input",31
"Blindspot alert",942
"Heated seats",32
Bluetooth,39
Bluetooth,36
Bluetooth,37
"Child seat",59
"USB input",60
